Cliente;"Consolidado
 Agrupaci�n";"Albar�n
 SuReferencia";"ID Palet
 (si Paletizado)";ID Portadora;C�digo de Art�culo;Descripci�n Art�culo;2� Descripci�n;Unidades;Partida Arancelaria;C�digo Barras(EAN13);C�digo Barras(DUN14);Cantidad en DUN14;N� de Serie;Lote;Fecha Caducidad;Medidas de Portadora;Volumen m� Portadora;"Peso Bruto Portadora
 (en Kgs.)";Medidas de Palet;Volumen m� Palet;"Peso Bruto Palet
 (en Kgs.)";Fecha Inicio Picking;Hora  Inicio Picking;Fecha Final Picking;Hora  Final Picking;Albar�n del Cliente;Pedido del Cliente;N� Documento Cliente;C�digo del Cliente;Nombre Destinatario;Direcci�n;C�digo Postal;Poblaci�n;Provincia;Pa�s (ISO);Tel�fono;e-mail;Especificos Cliente;DVD Tipo;DVD N�mero;DVD Partida;"Embalaje
 Art�culo Clte.
 Relacionado";"Art�culo Clte.
 Original de este
 Sub-Elemento"
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111562;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;159722;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111562;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;161023;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111562;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;161031;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111562;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;161044;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111562;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;161045;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111562;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;161049;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111562;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;161050;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111562;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;161056;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111562;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;161212;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111432;LS6DIG2-FCE5-W;Loadsensing Edge Device G6 Digital data logger 1 RS485 Chann;               ;1;               ;LS6DIG2-FCE5-W;               ;;128081;               ;               ;               ;;;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;70000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111432;LS6DIG2-FCE5-W;Loadsensing Edge Device G6 Digital data logger 1 RS485 Chann;               ;1;               ;LS6DIG2-FCE5-W;               ;;129436;               ;               ;               ;;;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;70000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111432;LS6DIG2-FCE5-W;Loadsensing Edge Device G6 Digital data logger 1 RS485 Chann;               ;1;               ;LS6DIG2-FCE5-W;               ;;129457;               ;               ;               ;;;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;70000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111432;LS6DIG2-FCE5-W;Loadsensing Edge Device G6 Digital data logger 1 RS485 Chann;               ;1;               ;LS6DIG2-FCE5-W;               ;;129553;               ;               ;               ;;;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;70000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111562;LSG7GNS-SXLH-STD-W-1;Loadsensing Edge Device G7 GNSS Meter. Includes antenna and;               ;1;               ;LSG7GNS-SXLH-STD-W-1;               ;;163281;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;150000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111562;LSG7GNS-SXLH-STD-W-1;Loadsensing Edge Device G7 GNSS Meter. Includes antenna and;               ;1;               ;LSG7GNS-SXLH-STD-W-1;               ;;163282;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;150000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111562;LSG7GNS-SXLH-STD-W-1;Loadsensing Edge Device G7 GNSS Meter. Includes antenna and;               ;1;               ;LSG7GNS-SXLH-STD-W-1;               ;;163317;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;150000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111562;LSG7GNS-SXLH-STD-W-1;Loadsensing Edge Device G7 GNSS Meter. Includes antenna and;               ;1;               ;LSG7GNS-SXLH-STD-W-1;               ;;163330;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;150000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111562;LSG7GNS-SXLH-STD-W-1;Loadsensing Edge Device G7 GNSS Meter. Includes antenna and;               ;1;               ;LSG7GNS-SXLH-STD-W-1;               ;;163352;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;150000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111562;LSG7GNS-SXLH-STD-W-1;Loadsensing Edge Device G7 GNSS Meter. Includes antenna and;               ;1;               ;LSG7GNS-SXLH-STD-W-1;               ;;163405;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;150000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100861790157;LSG7GNS-SXLH-STD-W-1;Loadsensing Edge Device G7 GNSS Meter. Includes antenna and;               ;1;               ;LSG7GNS-SXLH-STD-W-1;               ;;163260;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;150000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100861790157;LSG7GNS-SXLH-STD-W-1;Loadsensing Edge Device G7 GNSS Meter. Includes antenna and;               ;1;               ;LSG7GNS-SXLH-STD-W-1;               ;;163261;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;150000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100861790157;LSG7GNS-SXLH-STD-W-1;Loadsensing Edge Device G7 GNSS Meter. Includes antenna and;               ;1;               ;LSG7GNS-SXLH-STD-W-1;               ;;163263;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;150000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100861790157;LSG7GNS-SXLH-STD-W-1;Loadsensing Edge Device G7 GNSS Meter. Includes antenna and;               ;1;               ;LSG7GNS-SXLH-STD-W-1;               ;;163276;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;150000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100861790157;LSG7GNS-SXLH-STD-W-1;Loadsensing Edge Device G7 GNSS Meter. Includes antenna and;               ;1;               ;LSG7GNS-SXLH-STD-W-1;               ;;163351;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;150000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100861790157;LSG7GNS-SXLH-STD-W-1;Loadsensing Edge Device G7 GNSS Meter. Includes antenna and;               ;1;               ;LSG7GNS-SXLH-STD-W-1;               ;;163354;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;150000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100861790157;LSG7GNS-SXLH-STD-W-1;Loadsensing Edge Device G7 GNSS Meter. Includes antenna and;               ;1;               ;LSG7GNS-SXLH-STD-W-1;               ;;163369;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;150000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100861790157;LSG7GNS-SXLH-STD-W-1;Loadsensing Edge Device G7 GNSS Meter. Includes antenna and;               ;1;               ;LSG7GNS-SXLH-STD-W-1;               ;;163408;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;150000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111555;LSG7GNS-SXLH-STD-W-1;Loadsensing Edge Device G7 GNSS Meter. Includes antenna and;               ;1;               ;LSG7GNS-SXLH-STD-W-1;               ;;163275;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;150000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111555;LSG7GNS-SXLH-STD-W-1;Loadsensing Edge Device G7 GNSS Meter. Includes antenna and;               ;1;               ;LSG7GNS-SXLH-STD-W-1;               ;;163299;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;150000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111555;LSG7GNS-SXLH-STD-W-1;Loadsensing Edge Device G7 GNSS Meter. Includes antenna and;               ;1;               ;LSG7GNS-SXLH-STD-W-1;               ;;163336;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;150000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111555;LSG7GNS-SXLH-STD-W-1;Loadsensing Edge Device G7 GNSS Meter. Includes antenna and;               ;1;               ;LSG7GNS-SXLH-STD-W-1;               ;;163371;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;150000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111555;LSG7GNS-SXLH-STD-W-1;Loadsensing Edge Device G7 GNSS Meter. Includes antenna and;               ;1;               ;LSG7GNS-SXLH-STD-W-1;               ;;163389;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;150000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111579;LSG7GNS-SXLH-STD-W-1;Loadsensing Edge Device G7 GNSS Meter. Includes antenna and;               ;1;               ;LSG7GNS-SXLH-STD-W-1;               ;;163278;               ;               ;               ;;1;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;150000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111579;LSG7GNS-SXLH-STD-W-1;Loadsensing Edge Device G7 GNSS Meter. Includes antenna and;               ;1;               ;LSG7GNS-SXLH-STD-W-1;               ;;163444;               ;               ;               ;;1;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;150000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111579;LSG7ACL-BILH-VIB-W-7;Loadsensing Edge Device G7 Vibration Meter, wireless sensor;               ;1;               ;LSG7ACL-BILH-VIB-W-7;               ;;152271;               ;               ;               ;;1;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;130000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111579;LSG7ACL-BILH-VIB-W-7;Loadsensing Edge Device G7 Vibration Meter, wireless sensor;               ;1;               ;LSG7ACL-BILH-VIB-W-7;               ;;152275;               ;               ;               ;;1;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;130000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111579;LSG7ACL-BILH-VIB-W-7;Loadsensing Edge Device G7 Vibration Meter, wireless sensor;               ;1;               ;LSG7ACL-BILH-VIB-W-7;               ;;152282;               ;               ;               ;;1;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;130000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111579;LSG7ACL-BILH-VIB-W-7;Loadsensing Edge Device G7 Vibration Meter, wireless sensor;               ;1;               ;LSG7ACL-BILH-VIB-W-7;               ;;152293;               ;               ;               ;;1;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;130000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111579;LSG7ACL-BILH-VIB-W-7;Loadsensing Edge Device G7 Vibration Meter, wireless sensor;               ;1;               ;LSG7ACL-BILH-VIB-W-7;               ;;152303;               ;               ;               ;;1;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;130000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111579;LSG7ACL-BILH-VIB-W-7;Loadsensing Edge Device G7 Vibration Meter, wireless sensor;               ;1;               ;LSG7ACL-BILH-VIB-W-7;               ;;152312;               ;               ;               ;;1;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;130000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111579;LSG7ACL-BILH-VIB-W-7;Loadsensing Edge Device G7 Vibration Meter, wireless sensor;               ;1;               ;LSG7ACL-BILH-VIB-W-7;               ;;152318;               ;               ;               ;;1;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;130000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111579;LSG7ACL-BILH-VIB-W-7;Loadsensing Edge Device G7 Vibration Meter, wireless sensor;               ;1;               ;LSG7ACL-BILH-VIB-W-7;               ;;152321;               ;               ;               ;;1;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;130000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111579;LSG7ACL-BILH-VIB-W-7;Loadsensing Edge Device G7 Vibration Meter, wireless sensor;               ;1;               ;LSG7ACL-BILH-VIB-W-7;               ;;152328;               ;               ;               ;;1;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;130000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111579;LSG7ACL-BILH-VIB-W-7;Loadsensing Edge Device G7 Vibration Meter, wireless sensor;               ;1;               ;LSG7ACL-BILH-VIB-W-7;               ;;152335;               ;               ;               ;;1;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;130000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111425;LSG6TIL90X-1E-03;Loadsensing Edge Device G6 Tiltmeter with external antenna a;               ;1;               ;LSG6TIL90X-1E-03;               ;;143290;               ;               ;               ;;;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;410000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111425;LSG6TIL90X-1E-03;Loadsensing Edge Device G6 Tiltmeter with external antenna a;               ;1;               ;LSG6TIL90X-1E-03;               ;;143362;               ;               ;               ;;;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;410000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111425;LSG6TIL90X-1E-03;Loadsensing Edge Device G6 Tiltmeter with external antenna a;               ;1;               ;LSG6TIL90X-1E-03;               ;;143462;               ;               ;               ;;;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;410000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111425;LSG6TIL90X-1E-03;Loadsensing Edge Device G6 Tiltmeter with external antenna a;               ;1;               ;LSG6TIL90X-1E-03;               ;;143493;               ;               ;               ;;;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;410000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111425;LSG6TIL90X-1E-03;Loadsensing Edge Device G6 Tiltmeter with external antenna a;               ;1;               ;LSG6TIL90X-1E-03;               ;;143530;               ;               ;               ;;;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;410000;               ;               ;;               ;               
